title,url,replies,views
Alina Habba,https://debatepolitics.com/threads/alina-habba.554071/,5,118
Andy Samberg as the RFK dead bear  SNL,https://debatepolitics.com/threads/andy-samberg-as-the-rfk-dead-bear-snl.554058/,10,111
Mass Deportation Question For Trump Supporters,https://debatepolitics.com/threads/mass-deportation-question-for-trump-supporters.553988/,39,251
Watching CNN and this sure caught my attention from NYT Emily Bazelon,https://debatepolitics.com/threads/watching-cnn-and-this-sure-caught-my-attention-from-nyt-emily-bazelon.554045/,45,256
Joe Biden's Latest Remarks About Trump and Republicans Take Off Online,https://debatepolitics.com/threads/joe-bidens-latest-remarks-about-trump-and-republicans-take-off-online.554013/,56,395
"High school student mock votes all over America: Trump wins big, even in solid blue states.",https://debatepolitics.com/threads/high-school-student-mock-votes-all-over-america-trump-wins-big-even-in-solid-blue-states.554011/,36,331
What percentage of couple partners will electorally cheat on their counterparts in this election ?,https://debatepolitics.com/threads/what-percentage-of-couple-partners-will-electorally-cheat-on-their-counterparts-in-this-election.554025/,45,288
"Threats, racism, misogyny: Trump’s disturbing final week of campaigning",https://debatepolitics.com/threads/threats-racism-misogyny-trump%E2%80%99s-disturbing-final-week-of-campaigning.554041/,3,76
Trump is NOT A FASCIST!,https://debatepolitics.com/threads/trump-is-not-a-fascist.553617/,14,177
More Than Half of U.S. Votes Likely Cast Before Election Day,https://debatepolitics.com/threads/more-than-half-of-u-s-votes-likely-cast-before-election-day.554040/,15,102
Conservative group's 'watch list' targets federal employees for firing,https://debatepolitics.com/threads/conservative-groups-watch-list-targets-federal-employees-for-firing.554033/,8,72
Poll Results From People Who Have Already Voted Show Harris With A Huge Lead,https://debatepolitics.com/threads/poll-results-from-people-who-have-already-voted-show-harris-with-a-huge-lead.553997/,16,208
Biden Calls Trump Supporters ‘Garbage’,https://debatepolitics.com/threads/biden-calls-trump-supporters-%E2%80%98garbage%E2%80%99.553756/,29,225
Catching Up on a Few of Trump's Latest Lies,https://debatepolitics.com/threads/catching-up-on-a-few-of-trumps-latest-lies.554029/,3,73
"""Donald Trump is suffering an historic descent in the campaign’s final days, an ongoing freefall...The MSG rally proved the turning point""",https://debatepolitics.com/threads/donald-trump-is-suffering-an-historic-descent-in-the-campaign%E2%80%99s-final-days-an-ongoing-freefall-the-msg-rally-proved-the-turning-point.554006/,9,137
The next president will inherit a remarkable economy - WSJ (of all places),https://debatepolitics.com/threads/the-next-president-will-inherit-a-remarkable-economy-wsj-of-all-places.554027/,9,121
Dear Christmas Eve Voter…,https://debatepolitics.com/threads/dear-christmas-eve-voter%E2%80%A6.554022/,2,67
The Party of JOY,https://debatepolitics.com/threads/the-party-of-joy.554015/,21,138
Why Was COVID Mostly Ignored By Both Campaigns?,https://debatepolitics.com/threads/why-was-covid-mostly-ignored-by-both-campaigns.554009/,4,93
Pennsylvania Supreme Court sides with GOP in last-minute mail-in ballot dispute,https://debatepolitics.com/threads/pennsylvania-supreme-court-sides-with-gop-in-last-minute-mail-in-ballot-dispute.553965/,70,408
"Harris has failed to motivate young women, abortion will not save her...",https://debatepolitics.com/threads/harris-has-failed-to-motivate-young-women-abortion-will-not-save-her.553952/,36,318
"Julia Roberts Reminds Us - Your Vote, Your Choice",https://debatepolitics.com/threads/julia-roberts-reminds-us-your-vote-your-choice.553901/,46,425
"Documentary-Frontline, the Choice.",https://debatepolitics.com/threads/documentary-frontline-the-choice.553909/,2,66
"Sometimes, a cult member gets out",https://debatepolitics.com/threads/sometimes-a-cult-member-gets-out.553926/,11,149
"While Trump threatens to execute female critics by rifle squad, Julia Roberts and the Avengers work to support Harris",https://debatepolitics.com/threads/while-trump-threatens-to-execute-female-critics-by-rifle-squad-julia-roberts-and-the-avengers-work-to-support-harris.553876/,105,1K
A memorial to Jan 6 appears at the Capitol...,https://debatepolitics.com/threads/a-memorial-to-jan-6-appears-at-the-capitol.553958/,27,212
So...what's everyone doin' on election night (besides votin)?,https://debatepolitics.com/threads/so-whats-everyone-doin-on-election-night-besides-votin.553924/,59,359
One Week In And Trump Is Still Defending PR Joke,https://debatepolitics.com/threads/one-week-in-and-trump-is-still-defending-pr-joke.553960/,17,145
The First Female Black President,https://debatepolitics.com/threads/the-first-female-black-president.553951/,28,217
MSG Bund Rally,https://debatepolitics.com/threads/msg-bund-rally.553400/,178,2K
"Trump's closing message: ""I got the whitest skin""",https://debatepolitics.com/threads/trumps-closing-message-i-got-the-whitest-skin.553920/,38,370
How a Splintered Left Is Preparing for a Possible Trump Victory,https://debatepolitics.com/threads/how-a-splintered-left-is-preparing-for-a-possible-trump-victory.553833/,60,358
"Fact check: Trump, allies push allegations of election 'cheating' and misconduct in Pennsylvania",https://debatepolitics.com/threads/fact-check-trump-allies-push-allegations-of-election-cheating-and-misconduct-in-pennsylvania.553751/,6,77
Isn't it ironic we can have the worst presidential candidate ever and...,https://debatepolitics.com/threads/isnt-it-ironic-we-can-have-the-worst-presidential-candidate-ever-and.553898/,65,574
Massive Poll Has Harris Comfortably in the Lead,https://debatepolitics.com/threads/massive-poll-has-harris-comfortably-in-the-lead.553484/,156,1K
Who wins Arizona?,https://debatepolitics.com/threads/who-wins-arizona.550337/,61,553
"GALLUP: Democratic enthusiasm higher than it was in 2008, 10 points higher than GOP",https://debatepolitics.com/threads/gallup-democratic-enthusiasm-higher-than-it-was-in-2008-10-points-higher-than-gop.553757/,25,221
[W:32] Elon Musk says he’ll fix the government under Trump. His track record paints a different picture,https://debatepolitics.com/threads/w-32-elon-musk-says-he%E2%80%99ll-fix-the-government-under-trump-his-track-record-paints-a-different-picture.552912/,41,456
"Silver says Marist Poll is ""Reassuring for Harris."" ..She Now Leads by 2,2, and 3 points at the Blue Wall",https://debatepolitics.com/threads/silver-says-marist-poll-is-reassuring-for-harris-she-now-leads-by-2-2-and-3-points-at-the-blue-wall.553913/,51,422
Jake Paul endorses Trump in fiery video torching Biden-Harris administration: ‘Can’t sit back and watch this’,https://debatepolitics.com/threads/jake-paul-endorses-trump-in-fiery-video-torching-biden-harris-administration-%E2%80%98can%E2%80%99t-sit-back-and-watch-this%E2%80%99.553801/,87,625
Early vote statistics - a tracker thread.,https://debatepolitics.com/threads/early-vote-statistics-a-tracker-thread.552642/,42,488
I Voted Today,https://debatepolitics.com/threads/i-voted-today.553927/,2,63
"Nate Silver reports, ""Donald Trump Again Favored to Beat Kamala Harris: Election Forecast""",https://debatepolitics.com/threads/nate-silver-reports-donald-trump-again-favored-to-beat-kamala-harris-election-forecast.548557/,337,4K
Gender gap in early voting... worse than in 2020,https://debatepolitics.com/threads/gender-gap-in-early-voting-worse-than-in-2020.553782/,35,290
Another commentary about the shift of the Democratic Party to oligarchy-lite,https://debatepolitics.com/threads/another-commentary-about-the-shift-of-the-democratic-party-to-oligarchy-lite.553821/,19,162
Election officials are fighting a tsunami of voting conspiracy theories,https://debatepolitics.com/threads/election-officials-are-fighting-a-tsunami-of-voting-conspiracy-theories.553873/,9,117
Tuesday Can’t Come Fast Enough,https://debatepolitics.com/threads/tuesday-can%E2%80%99t-come-fast-enough.553830/,14,139
"Nate Silver: Gut says Trump wins, Harris loses due to immigration and economy",https://debatepolitics.com/threads/nate-silver-gut-says-trump-wins-harris-loses-due-to-immigration-and-economy.553258/,33,336
There will be no fire storm - Trump calls Harris a Cracker,https://debatepolitics.com/threads/there-will-be-no-fire-storm-trump-calls-harris-a-cracker.553823/,17,209
"Tulsi points out that the ""republicans"" backing Harris are NEOCONS",https://debatepolitics.com/threads/tulsi-points-out-that-the-republicans-backing-harris-are-neocons.553731/,113,670
Election prediction Appeal ruling,https://debatepolitics.com/threads/election-prediction-appeal-ruling.553864/,33,199
**LIVE** Vice President Kamala Harris' Rally in Washington DC at The Ellipse,https://debatepolitics.com/threads/live-vice-president-kamala-harris-rally-in-washington-dc-at-the-ellipse.553600/,208,1K
Nate Silver claims pollsters are lying to people about their results,https://debatepolitics.com/threads/nate-silver-claims-pollsters-are-lying-to-people-about-their-results.553842/,21,195
Lebron James Endorses Kamala Harris,https://debatepolitics.com/threads/lebron-james-endorses-kamala-harris.553869/,8,86
AP sources: White House altered record of Biden's 'garbage' remarks despite stenographer concerns,https://debatepolitics.com/threads/ap-sources-white-house-altered-record-of-bidens-garbage-remarks-despite-stenographer-concerns.553828/,56,437
"""American Girl"" (Another Powerful Ad)",https://debatepolitics.com/threads/american-girl-another-powerful-ad.553813/,28,303
Musk Says Trump Win Would Result in ‘Hardship’ for Some Americans,https://debatepolitics.com/threads/musk-says-trump-win-would-result-in-%E2%80%98hardship%E2%80%99-for-some-americans.553559/,19,168
"“The only garbage I see floating out there is his supporters""--Joe Biden targeting Trump supporters, Oct 29th 2024",https://debatepolitics.com/threads/%E2%80%9Cthe-only-garbage-i-see-floating-out-there-is-his-supporters-joe-biden-targeting-trump-supporters-oct-29th-2024.553615/,99,785
"America PAC door knockers were flown to MI, driven in the back of a U-Haul, and told they’d have to pay hotel bills unless they met unrealistic quotas",https://debatepolitics.com/threads/america-pac-door-knockers-were-flown-to-mi-driven-in-the-back-of-a-u-haul-and-told-they%E2%80%99d-have-to-pay-hotel-bills-unless-they-met-unrealistic-quotas.553827/,7,219
“A lady asked Dr. (Benjamin) Franklin Well Doctor what have we got a republic or a monarchy – A republic replied the Doctor if you can keep it.”,https://debatepolitics.com/threads/%E2%80%9Ca-lady-asked-dr-benjamin-franklin-well-doctor-what-have-we-got-a-republic-or-a-monarchy-%E2%80%93-a-republic-replied-the-doctor-if-you-can-keep-it-%E2%80%9D.553838/,1,42
The Economist endorses Harris,https://debatepolitics.com/threads/the-economist-endorses-harris.553846/,6,105
"3 Austrian polls show we'd vote for Harris over Trump with 71%, 78% and 78%.",https://debatepolitics.com/threads/3-austrian-polls-show-wed-vote-for-harris-over-trump-with-71-78-and-78.553847/,8,65
Watch a Georgia voter reason himself to the conclusion that a woman actually can be president,https://debatepolitics.com/threads/watch-a-georgia-voter-reason-himself-to-the-conclusion-that-a-woman-actually-can-be-president.553727/,5,102
Trump not paying his bills again,https://debatepolitics.com/threads/trump-not-paying-his-bills-again.553786/,12,127
"Take a shot every time Trump has called people who disagree with him garbage (nevermind don't, you might die)",https://debatepolitics.com/threads/take-a-shot-every-time-trump-has-called-people-who-disagree-with-him-garbage-nevermind-dont-you-might-die.553835/,1,57
"500,000 of Puerto Rican descent in PA",https://debatepolitics.com/threads/500-000-of-puerto-rican-descent-in-pa.553501/,211,2K
Mark Cuban Spells It Out; Inflation Started With Trump,https://debatepolitics.com/threads/mark-cuban-spells-it-out-inflation-started-with-trump.553817/,12,150
Trump is premptively lying about Pennsylvania election fraud with mischaracterizations about minor issues to incite once again.,https://debatepolitics.com/threads/trump-is-premptively-lying-about-pennsylvania-election-fraud-with-mischaracterizations-about-minor-issues-to-incite-once-again.553820/,10,126
How MAGA activists are preparing to undermine the election if Trump loses,https://debatepolitics.com/threads/how-maga-activists-are-preparing-to-undermine-the-election-if-trump-loses.553806/,8,105
Two women thrown off plane over MAGA hat fight,https://debatepolitics.com/threads/two-women-thrown-off-plane-over-maga-hat-fight.553803/,14,180
Exhibit A,https://debatepolitics.com/threads/exhibit-a.553774/,23,158
I witnessed both Voter Fraud and Vote Suppression in North Carolina,https://debatepolitics.com/threads/i-witnessed-both-voter-fraud-and-vote-suppression-in-north-carolina.553776/,11,163
Trump Says He ‘Never Even Thought About’ Ending Obamacare—Despite Signing Measure Backing Its Repeal,https://debatepolitics.com/threads/trump-says-he-%E2%80%98never-even-thought-about%E2%80%99-ending-obamacare%E2%80%94despite-signing-measure-backing-its-repeal.553779/,12,169
Musk asks voters to brace for 'hardship' from spending cuts in potential Trump Cabinet role,https://debatepolitics.com/threads/musk-asks-voters-to-brace-for-hardship-from-spending-cuts-in-potential-trump-cabinet-role.553769/,18,122
Georgia Early Voting Women are showing out,https://debatepolitics.com/threads/georgia-early-voting-women-are-showing-out.553724/,15,138
The Organization Ready to Help Trump Override The Federal Government If He Gets A Second Term,https://debatepolitics.com/threads/the-organization-ready-to-help-trump-override-the-federal-government-if-he-gets-a-second-term.553729/,7,125
"It's The Economy, Stupid",https://debatepolitics.com/threads/its-the-economy-stupid.553623/,4,112
Joe Biden,https://debatepolitics.com/threads/joe-biden.553636/,43,333
Trump MAJOR HEALTH ISSUES Resurface in FINAL STOPS,https://debatepolitics.com/threads/trump-major-health-issues-resurface-in-final-stops.553770/,3,88
DEAR JEW,https://debatepolitics.com/threads/dear-jew.553735/,80,537
Trump's baseless fraudulent election denial & election subversion amounts to treason because elections are the foundation of our democracy.,https://debatepolitics.com/threads/trumps-baseless-fraudulent-election-denial-election-subversion-amounts-to-treason-because-elections-are-the-foundation-of-our-democracy.553772/,0,54
Why the co-chair of Trump’s transition team is raising eyebrows,https://debatepolitics.com/threads/why-the-co-chair-of-trump%E2%80%99s-transition-team-is-raising-eyebrows.553771/,0,56
"Against Impossible Double Standards, Harris Aced Her Closing Argument",https://debatepolitics.com/threads/against-impossible-double-standards-harris-aced-her-closing-argument.553639/,24,196
Jimmy Kimmel's message to Republicans,https://debatepolitics.com/threads/jimmy-kimmels-message-to-republicans.553643/,5,98
Trump's Lying About Our Elections Again,https://debatepolitics.com/threads/trumps-lying-about-our-elections-again.553752/,6,68
CNN host kicks panelist off show after ‘lowest of the lowest’,https://debatepolitics.com/threads/cnn-host-kicks-panelist-off-show-after-%E2%80%98lowest-of-the-lowest%E2%80%99.553541/,65,709
Project 2025,https://debatepolitics.com/threads/project-2025.551475/,116,1K
Another billionaire owned newspaper declines to endorse Harriss,https://debatepolitics.com/threads/another-billionaire-owned-newspaper-declines-to-endorse-harriss.553231/,116,832
Today is the Proud Boys' prom,https://debatepolitics.com/threads/today-is-the-proud-boys-prom.553410/,109,794
Trump gets dumber & dumber day by day.,https://debatepolitics.com/threads/trump-gets-dumber-dumber-day-by-day.553708/,19,219
MAGA Voter Snaps At Voting Site,https://debatepolitics.com/threads/maga-voter-snaps-at-voting-site.553728/,17,219
Trump Nearly STROKES OUT in Wisconsin Speech,https://debatepolitics.com/threads/trump-nearly-strokes-out-in-wisconsin-speech.553725/,8,152
Harris and her Dangerous Campaign of Hate,https://debatepolitics.com/threads/harris-and-her-dangerous-campaign-of-hate.553394/,157,1K
I voted yesterday.,https://debatepolitics.com/threads/i-voted-yesterday.553705/,14,179
Joe Rogan's Donald Trump Episode Racks Up 26 Million Views in First 24 Hours,https://debatepolitics.com/threads/joe-rogans-donald-trump-episode-racks-up-26-million-views-in-first-24-hours.553378/,73,681
Watching the election results,https://debatepolitics.com/threads/watching-the-election-results.553646/,4,89
"Harris has 6-point lead in Wisconsin, 5-point lead in Michigan in new CNN polls",https://debatepolitics.com/threads/harris-has-6-point-lead-in-wisconsin-5-point-lead-in-michigan-in-new-cnn-polls.553686/,29,268
The Steal Has Started,https://debatepolitics.com/threads/the-steal-has-started.552822/,274,5K
New York Jews Endorse Trump,https://debatepolitics.com/threads/new-york-jews-endorse-trump.553630/,20,227
"Puerto Rico Shadow Senator Zoraida Buxó: Don't Be Distracted By Emotional Manipulation And Propaganda, We Need Trump",https://debatepolitics.com/threads/puerto-rico-shadow-senator-zoraida-bux%C3%B3-dont-be-distracted-by-emotional-manipulation-and-propaganda-we-need-trump.553603/,14,196
How Long Before Trump Gets To Your Group?,https://debatepolitics.com/threads/how-long-before-trump-gets-to-your-group.553684/,8,115
I have a bone to pick with the media!,https://debatepolitics.com/threads/i-have-a-bone-to-pick-with-the-media.553680/,9,107
The Consequences of Kamala Harris,https://debatepolitics.com/threads/the-consequences-of-kamala-harris.553519/,99,613
Puerto Ricans Explain & Defend Comedian’s “Floating Island of Garbage” Joke at New York Rally,https://debatepolitics.com/threads/puerto-ricans-explain-defend-comedian%E2%80%99s-%E2%80%9Cfloating-island-of-garbage%E2%80%9D-joke-at-new-york-rally.553571/,60,435
Trump Can't Recite A Single Bible Verse,https://debatepolitics.com/threads/trump-cant-recite-a-single-bible-verse.553626/,104,715
More peace loving trumpers,https://debatepolitics.com/threads/more-peace-loving-trumpers.553669/,7,84
Are details about the MSG rally making their way into the right-wing news echo chamber?,https://debatepolitics.com/threads/are-details-about-the-msg-rally-making-their-way-into-the-right-wing-news-echo-chamber.553450/,6,117
"ABC station ""mistakenly"" aired election-result ""test"" during Formula 1 race and showed Harris winning Pennsylvania",https://debatepolitics.com/threads/abc-station-mistakenly-aired-election-result-test-during-formula-1-race-and-showed-harris-winning-pennsylvania.553658/,21,183
"Kamala Harris has run a terrible, Hillary Clinton-esque camapaign",https://debatepolitics.com/threads/kamala-harris-has-run-a-terrible-hillary-clinton-esque-camapaign.553045/,211,1K
Trump Election Survival Plan,https://debatepolitics.com/threads/trump-election-survival-plan.553538/,12,177
"The Babylon Bee officially endorses...., Kamala Harris!",https://debatepolitics.com/threads/the-babylon-bee-officially-endorses-kamala-harris.553654/,3,85
"Private job creation totaled a stunning 233,000 in October, far more than expected",https://debatepolitics.com/threads/private-job-creation-totaled-a-stunning-233-000-in-october-far-more-than-expected.553644/,3,81
Trump's massive tariffs to pay for his tax cut bribes. Vote for bribes & you'll overpay for tariffs wishing you'd dumped Trump in the harbor.,https://debatepolitics.com/threads/trumps-massive-tariffs-to-pay-for-his-tax-cut-bribes-vote-for-bribes-youll-overpay-for-tariffs-wishing-youd-dumped-trump-in-the-harbor.552387/,4,65
"RAKE America Great Again ? ... Trump says Austria has no wildfires because we clean and rake our forests, while California doesn't and burns.",https://debatepolitics.com/threads/rake-america-great-again-trump-says-austria-has-no-wildfires-because-we-clean-and-rake-our-forests-while-california-doesnt-and-burns.553624/,7,102
"(Axios)   Fires at election drop boxes destroy hundreds of ballots in Washington, Oregon",https://debatepolitics.com/threads/axios-fires-at-election-drop-boxes-destroy-hundreds-of-ballots-in-washington-oregon.553479/,14,134
Trump's MSG rally is the smartest political maneuver of all-time,https://debatepolitics.com/threads/trumps-msg-rally-is-the-smartest-political-maneuver-of-all-time.553453/,63,464
Trump Takes Lead in New Hampshire Poll,https://debatepolitics.com/threads/trump-takes-lead-in-new-hampshire-poll.553476/,35,315
Well this poll is very telling.,https://debatepolitics.com/threads/well-this-poll-is-very-telling.553448/,51,461
"Kamala Harris Wins Nickelodeon’s ‘Kids Pick the President’ Poll With 52% of Votes, Trump Grabs 48%",https://debatepolitics.com/threads/kamala-harris-wins-nickelodeon%E2%80%99s-%E2%80%98kids-pick-the-president%E2%80%99-poll-with-52-of-votes-trump-grabs-48.553605/,3,73
(Axios)  Judge tosses out Pennsylvania GOP challenge on overseas voting,https://debatepolitics.com/threads/axios-judge-tosses-out-pennsylvania-gop-challenge-on-overseas-voting.553602/,3,61
Why Jan 6 Pt 2 Could Be 2x Worse,https://debatepolitics.com/threads/why-jan-6-pt-2-could-be-2x-worse.553599/,4,81
Trump up 0.4% in national polls.,https://debatepolitics.com/threads/trump-up-0-4-in-national-polls.553570/,28,390
Is Trump TRYING to lose?,https://debatepolitics.com/threads/is-trump-trying-to-lose.553547/,17,140
Dems fear they're blowing it - a surprising number of people close to Harris and her swing state operations tell Axios they FEEL she will lose,https://debatepolitics.com/threads/dems-fear-theyre-blowing-it-a-surprising-number-of-people-close-to-harris-and-her-swing-state-operations-tell-axios-they-feel-she-will-lose.553214/,195,1K
Trump Mar-a-Lago Remarks 29OCT,https://debatepolitics.com/threads/trump-mar-a-lago-remarks-29oct.553539/,17,187
A Minnesota woman is accused of turning in a ballot for her dead mother. A routine check caught it,https://debatepolitics.com/threads/a-minnesota-woman-is-accused-of-turning-in-a-ballot-for-her-dead-mother-a-routine-check-caught-it.553560/,7,97
Anti-Zionist voters,https://debatepolitics.com/threads/anti-zionist-voters.553415/,5,63
Trumper harrssing voters in PA,https://debatepolitics.com/threads/trumper-harrssing-voters-in-pa.553542/,1,70
Trump's immigration crackdown could deplete the construction workforce and make housing more expensive,https://debatepolitics.com/threads/trumps-immigration-crackdown-could-deplete-the-construction-workforce-and-make-housing-more-expensive.553387/,120,704
The argument of Judge Luttig on Republicans voting for Harris.,https://debatepolitics.com/threads/the-argument-of-judge-luttig-on-republicans-voting-for-harris.553521/,0,63
The malignant narcissist hate rally at MSG,https://debatepolitics.com/threads/the-malignant-narcissist-hate-rally-at-msg.553502/,11,117
Freedom Caucus leader endorses radical proposal for North Carolina to hand its electoral votes to Trump,https://debatepolitics.com/threads/freedom-caucus-leader-endorses-radical-proposal-for-north-carolina-to-hand-its-electoral-votes-to-trump.553256/,87,796
VP Harris appears to realize the mics are hot as she explains problem with key voter bloc to Blue Wall gov,https://debatepolitics.com/threads/vp-harris-appears-to-realize-the-mics-are-hot-as-she-explains-problem-with-key-voter-bloc-to-blue-wall-gov.553497/,24,172
"""Harris regains slight lead nationally yet Electoral College holds the cards: POLL""",https://debatepolitics.com/threads/harris-regains-slight-lead-nationally-yet-electoral-college-holds-the-cards-poll.553408/,32,363
Who wins North Carolina?,https://debatepolitics.com/threads/who-wins-north-carolina.548971/,24,248
Trump Runs From Abortion Issue,https://debatepolitics.com/threads/trump-runs-from-abortion-issue.553486/,10,102
Liberals are absolutely losing their minds over Donald Trump!,https://debatepolitics.com/threads/liberals-are-absolutely-losing-their-minds-over-donald-trump.553199/,96,718
Trump Working The French Frie Station At McDonalds,https://debatepolitics.com/threads/trump-working-the-french-frie-station-at-mcdonalds.552764/,768,8K
A standout single example of despicable Musk/right-wing election behavior,https://debatepolitics.com/threads/a-standout-single-example-of-despicable-musk-right-wing-election-behavior.553422/,12,156
word of caution for Trump supporters,https://debatepolitics.com/threads/word-of-caution-for-trump-supporters.553359/,38,371
‘Serious Problem For Blacks’: Kamala Harris’ Dad Once Warned Against Mass Immigration,https://debatepolitics.com/threads/%E2%80%98serious-problem-for-blacks%E2%80%99-kamala-harris%E2%80%99-dad-once-warned-against-mass-immigration.553403/,69,379
"Robinhood jumps into election trading, giving users a chance to buy Harris or Trump contracts",https://debatepolitics.com/threads/robinhood-jumps-into-election-trading-giving-users-a-chance-to-buy-harris-or-trump-contracts.553456/,5,88
NY Times reports show Harris critiqued intelligence reports for how they described female leaders,https://debatepolitics.com/threads/ny-times-reports-show-harris-critiqued-intelligence-reports-for-how-they-described-female-leaders.553389/,37,259
Elon Musk and Putin in secret talks – reportedly ongoing for several years,https://debatepolitics.com/threads/elon-musk-and-putin-in-secret-talks-%E2%80%93-reportedly-ongoing-for-several-years.553202/,72,504
"""Trump’s New York homecoming sparks backlash over racist and vulgar remarks"" at Madison Square Garden Rally",https://debatepolitics.com/threads/trump%E2%80%99s-new-york-homecoming-sparks-backlash-over-racist-and-vulgar-remarks-at-madison-square-garden-rally.553442/,4,101
Trump: Kids are coming home from school a different sex than when they when they arrived,https://debatepolitics.com/threads/trump-kids-are-coming-home-from-school-a-different-sex-than-when-they-when-they-arrived.553338/,189,1K
ABC exit poll breakdown of trump vs Harris 2024 against trump vs Biden 2020 exit polling.,https://debatepolitics.com/threads/abc-exit-poll-breakdown-of-trump-vs-harris-2024-against-trump-vs-biden-2020-exit-polling.553414/,31,371
"""The Redskins Rule"": Did the Commanders just predict a Kamala Harris victory?",https://debatepolitics.com/threads/the-redskins-rule-did-the-commanders-just-predict-a-kamala-harris-victory.553420/,15,188
Does this forum have a Harris/Trump poll?,https://debatepolitics.com/threads/does-this-forum-have-a-harris-trump-poll.553417/,8,175
MAGA influencer Tim Ballard faces human trafficking lawsuit,https://debatepolitics.com/threads/maga-influencer-tim-ballard-faces-human-trafficking-lawsuit.553409/,4,89
"Trump rally: Immigrants don't pull out. ""They come inside, just like they did to our country""",https://debatepolitics.com/threads/trump-rally-immigrants-dont-pull-out-they-come-inside-just-like-they-did-to-our-country.553404/,37,247
"Without mentioning or referring to Trump, why do you support Harris for president?",https://debatepolitics.com/threads/without-mentioning-or-referring-to-trump-why-do-you-support-harris-for-president.552496/,510,5K
"How do you rate Kamala Harris as VP, compared to Mike Pence, Joe Biden, Dick Cheney?",https://debatepolitics.com/threads/how-do-you-rate-kamala-harris-as-vp-compared-to-mike-pence-joe-biden-dick-cheney.553372/,11,108
"Trump's ""concept of a"" bribe to replace income tax with tariffs benefits the rich, screws everybody else, and trade wars will bankrupt the USA.",https://debatepolitics.com/threads/trumps-concept-of-a-bribe-to-replace-income-tax-with-tariffs-benefits-the-rich-screws-everybody-else-and-trade-wars-will-bankrupt-the-usa.553374/,4,100
Trump v the US Constitution,https://debatepolitics.com/threads/trump-v-the-us-constitution.553362/,41,321
"Swing Voters are ""Quiet Quitting"" on Trump.",https://debatepolitics.com/threads/swing-voters-are-quiet-quitting-on-trump.553366/,19,214
New cases of political violence roil U.S.,https://debatepolitics.com/threads/new-cases-of-political-violence-roil-u-s.552802/,385,6K
"The betting markets from my end, any of the specials seem viable to you ?",https://debatepolitics.com/threads/the-betting-markets-from-my-end-any-of-the-specials-seem-viable-to-you.553282/,6,82
(GoErie)  Pa. Supreme Court: Voters' provisional ballots must be counted if mail ballots rejected,https://debatepolitics.com/threads/goerie-pa-supreme-court-voters-provisional-ballots-must-be-counted-if-mail-ballots-rejected.553193/,34,224
Who wins Nevada?,https://debatepolitics.com/threads/who-wins-nevada.548664/,47,461
(CNN) House GOP committee that oversees elections hired two former Trump officials involved in 2020 fake elector scheme,https://debatepolitics.com/threads/cnn-house-gop-committee-that-oversees-elections-hired-two-former-trump-officials-involved-in-2020-fake-elector-scheme.553156/,18,120
Harris Rally Live from Houston,https://debatepolitics.com/threads/harris-rally-live-from-houston.553291/,20,202
233 Mental Health Professionals Spell Out Dangers of Donald Trump in Chilling Letter.,https://debatepolitics.com/threads/233-mental-health-professionals-spell-out-dangers-of-donald-trump-in-chilling-letter.553302/,9,113
U.S. District Judge Patricia Giles has ordered that Virginia put people back on its voter rolls after they were removed for being non-citizens.,https://debatepolitics.com/threads/u-s-district-judge-patricia-giles-has-ordered-that-virginia-put-people-back-on-its-voter-rolls-after-they-were-removed-for-being-non-citizens.553253/,56,413
"As Election Nears, Kelly Says Trump Meets the Definition of Fascist",https://debatepolitics.com/threads/as-election-nears-kelly-says-trump-meets-the-definition-of-fascist.552959/,44,1K
(Axios) Why the GOP is challenging overseas and military voting,https://debatepolitics.com/threads/axios-why-the-gop-is-challenging-overseas-and-military-voting.553166/,93,519
"Auschwitz survivor Jerry Warstki, 94, denounces Kamala Harris in a new Trump campaign video for endorsing claims that former president is a “fascist”",https://debatepolitics.com/threads/auschwitz-survivor-jerry-warstki-94-denounces-kamala-harris-in-a-new-trump-campaign-video-for-endorsing-claims-that-former-president-is-a-%E2%80%9Cfascist%E2%80%9D.553241/,53,336
Great news -- *rump vows to prosecute and jail himself if he wins,https://debatepolitics.com/threads/great-news-rump-vows-to-prosecute-and-jail-himself-if-he-wins.553273/,6,66
Early voting starts tomorrow in NJ,https://debatepolitics.com/threads/early-voting-starts-tomorrow-in-nj.553271/,0,58
*rump refused to give disaster aid to Washington state,https://debatepolitics.com/threads/rump-refused-to-give-disaster-aid-to-washington-state.553252/,12,112
"More ""Lifelong Republicans"" Former Trump Aides Denounce Trump in a letter",https://debatepolitics.com/threads/more-lifelong-republicans-former-trump-aides-denounce-trump-in-a-letter.553254/,7,82
McDonald’s says it doesn’t endorse political candidates after Trump visit,https://debatepolitics.com/threads/mcdonald%E2%80%99s-says-it-doesn%E2%80%99t-endorse-political-candidates-after-trump-visit.552927/,16,140
The Legal Breakdown,https://debatepolitics.com/threads/the-legal-breakdown.553240/,0,33
Don't underestimate the symbolic power of the popular vote,https://debatepolitics.com/threads/dont-underestimate-the-symbolic-power-of-the-popular-vote.552626/,20,196
Looking Back on the Spanish War,https://debatepolitics.com/threads/looking-back-on-the-spanish-war.553229/,2,60
Huge breaking Trump story likely to derail his campaign!,https://debatepolitics.com/threads/huge-breaking-trump-story-likely-to-derail-his-campaign.553067/,103,1K
